	Name	City	Rating	Reviews	Tags	Price	Region
645	El Rincon	Oklahoma City	5	5	['Food Trucks', 'Mexican']	$$	
646	Cafe	Oklahoma City	5	20	['Cafes', 'Farmers Market', 'Bakeries']	$$	
647	Top Dogs	Oklahoma City	5	5	['Hot Dogs', 'Street Vendors']	$$	
648		Oklahoma City	5	5	['Latin American']	$$	
649	Mr Dollar	Oklahoma City	5	5	['Food Trucks', 'Mexican']	$$	Capitol Hill
650	Delight	Oklahoma City	5	5	['Food Trucks', 'Turkish']	$$	
651	Daiquiri Lounge	Oklahoma City	5	10	['Cocktail Bars', 'Lounges', 'Chicken Wings']	$$	Jefferson Park
652	J’s Laotian & Thai Cuisine	Oklahoma City	5	302	['Laotian', 'Thai']	$	
653	D’s Pizzaria	Oklahoma City	5	14	['Pizza', 'Chicken Wings']	$	
654	Coffee	Oklahoma City	5	23	['Coffee & Tea', 'Desserts', 'Sandwiches']	$	John F Kennedy
655	Bayou - Temp. CLOSED	Oklahoma City	5	9	['Food Stands']	$	
656	& Roll Express	Oklahoma City	5	31	['Vietnamese']	$	
657	Fish and Seafood	Oklahoma City	5	37	['Seafood', 'Fish & Chips']	$$	
658	& Mari’s Pizza Joint	Oklahoma City	5	4	['Pizza', 'Cocktail Bars']	$$	
659	Thai Cuisine	Oklahoma City	5	8	['Thai']	$$	
660	Gilded Acorn	Oklahoma City	5	4	['Salad', 'Soup', 'Sandwiches']	$$	CBD
661	Monk	Oklahoma City	5	4	['Bars', 'Dance Clubs', 'American (New)']	$$	
662	Train	Oklahoma City	5	4	['Burgers', 'Food Trucks', 'Sandwiches']	$$	Oklahoma City
663	BBQ	Oklahoma City	4.5	130	['Barbeque']	$$	
664	Grill	Oklahoma City	4.5	175	['Seafood', 'American (Traditional)']	$$$	
665	Bakery & Burgers	Oklahoma City	4.5	31	['Donuts', 'Burgers']	$$	
666	Pizza	Oklahoma City	4.5	56	['Pizza']	$$	
667	de L’asie	Oklahoma City	4.5	63	['Asian Fusion', 'Comfort Food', 'Cafes']	$$	CBD
668	Der Lao Kitchen	Oklahoma City	4.5	114	['Laotian']	$$	Plaza District
669	Michoacana Ng	Oklahoma City	4.5	11	['Ice Cream & Frozen Yogurt', 'Mexican']	$$	
670	Korean Fried Chicken	Oklahoma City	4.5	51	['Chicken Wings']	$$	
671	Potosino	Oklahoma City	4.5	25	['Mexican']	$	Capitol Hill
672	El Rey - Food Truck	Oklahoma City	4.5	7	['Food Trucks', 'Mexican']	$	Reed Park
673	El Rincon	Oklahoma City	4.5	7	['Food Trucks', 'Mexican']	$	
674	Country Cooking	Oklahoma City	4.5	7	['American (New)', 'Breakfast & Brunch', 'Sandwiches']	$	
675	Caliente	Oklahoma City	4.5	7	['Mexican']	$	
676	Asian Cuisine	Oklahoma City	4.5	31	['Chinese']	$$	
677	of Noodles and Dumplings	Oklahoma City	4.5	41	['Noodles', 'Chinese']	$$	
678	Loco	Oklahoma City	4.5	34	['Mexican', 'Food Trucks']	$	
679	The Alkaline Plant Based Stop	Oklahoma City	4.5	34	['Vegan', 'Juice Bars & Smoothies', 'Cafes']	$$	The Paseo
680	Station Coffee Cafe	Oklahoma City	4.5	17	['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']	$$	
681	Empire OKC	Oklahoma City	4.5	17	['Tacos', 'Food Trucks']	$$	
682	Main St Grill	Oklahoma City	4.5	10	['Breakfast & Brunch', 'American (Traditional)']	$$	
683	Express La Villita	Oklahoma City	4.5	10	['Food Trucks', 'Mexican']	$$	
684	And Play	Oklahoma City	4.5	13	['Cajun/Creole', 'Chicken Wings', 'Bars']	$$	Asia District
685	Bettahs Hawaiian Style Food	Oklahoma City	4.5	16	['Hawaiian']	$$	
686	Bites	Oklahoma City	4.5	70	['Pakistani', 'Indian']	$$	
687	Star Pizza	Oklahoma City	4.5	35	['Pizza']	$$	
688	La Fuente De Michoacán	Oklahoma City	4.5	19	['Ice Cream & Frozen Yogurt', 'Mexican']	$	
689	B’s Culinary + Krafted	Oklahoma City	4.5	123	['Sushi Bars', 'Cocktail Bars']	$$	Automobile Alley
690	Territory Creamery & Coffeehouse	Oklahoma City	4.5	94	['Coffee & Tea', 'Breakfast & Brunch', 'Ice Cream & Frozen Yogurt']	$	
691	Italian Restaurant	Oklahoma City	4.5	93	['Italian', 'Pizza', 'Pasta Shops']	$	
692	Dicho	Oklahoma City	4.5	31	['Mexican']	$	
693	& European Cafe	Oklahoma City	4.5	135	['Creperies']	$	
694	Mun Gai	Oklahoma City	4.5	76	['Thai', 'Bubble Tea']	$	38th Street Preservation
695	Pizza Palace	Portland	4.5	14	['Pizza']	$	
696	Pizzeria	Portland	4.5	13	['Pizza', 'Italian', 'Sandwiches']	$	
697	Place	Portland	4.5	12	['American (New)', 'Burgers', 'Breakfast & Brunch']	$	
698	Pizza	Portland	4.5	4	['Pizza']	$	
699	Camino Real Restaurant	Portland	4	25	['Mexican']	$	
700	Pickle	Portland	4	20	['Bars', 'American (Traditional)', 'Barbeque']	$	
701		Portland	4	3	['Fast Food', 'Sandwiches']	$	
702	and Rings	Portland	3.5	31	['Chicken Wings', 'Sandwiches', 'American (New)']	$$	
703	Hut	Portland	3	6	['Pizza', 'Chicken Wings', 'Fast Food']	$	
704	Bell	Portland	3	8	['Fast Food', 'Mexican']	$	
705	Wall Chinese Restaurant	Portland	2.5	5	['Chinese']	$$	
706	Queen Store	Portland	3	3	['Ice Cream & Frozen Yogurt', 'Fast Food', 'Burgers']	$	
707	King	Portland	2.5	12	['Pizza']	$$	
708	Restaurant	Portland	2.5	16	['Breakfast & Brunch', 'American (Traditional)', 'Seafood']	$	
709	King	Portland	2	7	['Burgers', 'Fast Food']	$	
710		Portland	1.5	12	['Burgers', 'Fast Food', 'Coffee & Tea']	$	
711		Portland	2	2	['Sandwiches']	$	
712	Bello Pizza	Portland	2	2	['Sandwiches']	$	
713	Cafe & Studio	Portland	2	2	['Sandwiches']	$	
714	Pantry	Portland	2	2	['Sandwiches']	$	
715	Service Station	Nashville-Davidson	5	5	['Ice Cream & Frozen Yogurt', 'Themed Cafes', 'Coffee & Tea']	$	Eastwood
716	El Dollar	Nashville-Davidson	5	11	['Food Trucks', 'Mexican']	$	
717	Pizza Truck	Nashville-Davidson	5	5	['Pizza', 'Food Trucks', 'Desserts']	$	Downtown
718		Nashville-Davidson	5	5	['Juice Bars & Smoothies', 'Live/Raw Food', 'Acai Bowls']	$	East Hill
719	Kind Cake	Nashville-Davidson	5	6	['Cupcakes', 'Bakeries', 'Gluten-Free']	$	Nashville
720	Acai Addiction	Nashville-Davidson	5	5	['Delis', 'Juice Bars & Smoothies', 'Acai Bowls']	$	
721	Cocina	Nashville-Davidson	5	8	['Mexican', 'Honduran', 'Salvadoran']	$	
722	Pizza	Nashville-Davidson	5	6	['Pizza']	$	
723	Co-Op Frosé & Eatery	Nashville-Davidson	5	7	['Breakfast & Brunch', 'Sandwiches', 'Coffee & Tea']	$	Hillsboro West End
724	Pit BBQ	Nashville-Davidson	5	9	['Food Trucks', 'Barbeque', 'Southern']	$	Nashville
725	Holiday Hootenanny: El Paseo Cantina	Nashville-Davidson	5	19	['Mexican']	$	The Nations
726	Bee Ice Cream Shop	Nashville-Davidson	5	9	['Mexican', 'Ice Cream & Frozen Yogurt']	$	South Nashville
727	& Lavender	Nashville-Davidson	5	5	['Bakeries', 'Patisserie/Cake Shop', 'Breakfast & Brunch']	$	Inglewood
728	City Kitchen	Nashville-Davidson	5	5	['Cocktail Bars', 'Southern', 'Chicken Wings']	$	Downtown
729	Kitchen	Nashville-Davidson	5	7	['Soul Food']	$	Downtown
730	Sprout - Temp. CLOSED	Nashville-Davidson	5	15	['Cafes', 'Bakeries', 'Salad']	$$	Cleveland Park
731	Sugar Wagon	Nashville-Davidson	5	5	['Pop-Up Restaurants']	$	Downtown
732	Bakeshop	Nashville-Davidson	5	69	['Bakeries', 'Coffee & Tea', 'Breakfast & Brunch']	$	
733	Babe Tacos	Nashville-Davidson	5	32	['Tacos', 'Food Trucks']	$$	Nashville 
734	your Grub on	Nashville-Davidson	5	26	['Fast Food']	$$	
735	Creamery	Nashville-Davidson	5	50	['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Waffles']	$$	Midtown
736	Yang and Daughter	Nashville-Davidson	5	21	['Taiwanese', 'Bubble Tea', 'Specialty Food']	$$	
737	Sea Vegan	Nashville-Davidson	5	15	['Vegan']	$$	
738	Cubano	Nashville-Davidson	5	40	['Cuban', 'Salad', 'Sandwiches']	$$	
739	Ground	Nashville-Davidson	5	13	['Diners', 'Breakfast & Brunch', 'Cocktail Bars']	$$	Sylvan Heights
740	From the Oven	Nashville-Davidson	5	12	['Food Stands']	$$	
741	Point	Nashville-Davidson	5	35	['Cafes', 'Tabletop Games', 'Sandwiches']	$	East End
742	Dogs	Nashville-Davidson	5	11	['Hot Dogs', 'Street Vendors']	$	Donelson
743	El Millon	Nashville-Davidson	5	11	['Food Trucks', 'Mexican']	$	
744	Horn	Nashville-Davidson	5	152	['Coffee & Tea', 'Somali']	$	South Nashville
745	La Mina	Nashville-Davidson	5	32	['Food Trucks', 'Mexican']	$	Woodbine
746	+ Fauna Cafe and Roaster	Nashville-Davidson	5	27	['Coffee Roasteries', 'Cafes']	$$	
747	Da Gio	Nashville-Davidson	5	66	['Sicilian', 'Pizza']	$$	
748	Ring Pizza	Nashville-Davidson	5	8	['Pizza', 'Beer Bar']	$$	
749		Nashville-Davidson	5	40	['Breakfast & Brunch', 'Sandwiches']	$$	Edgehill
750	Tacos	Nashville-Davidson	5	64	['Mexican', 'Breakfast & Brunch']	$$	
751	Pepper Pott	Nashville-Davidson	5	23	['Food Trucks', 'Caribbean', 'Caterers']	$$	
752	Sliders	Nashville-Davidson	5	174	['Burgers', 'Food Stands']	$	Donelson
753	Grill	Nashville-Davidson	5	94	['American (Traditional)', 'Mediterranean', 'Middle Eastern']	$	South Nashville
754	Smoke Shack	Nashville-Davidson	5	7	['Barbeque']	$	
755	Cubilete	Nashville-Davidson	5	7	['Mexican']	$	
756	Luna’s	Nashville-Davidson	5	41	['Mexican']	$	
757	Sandwich & Grill	Nashville-Davidson	5	34	['Desserts', 'Sandwiches', 'Venezuelan']	$	
758	Oaxacan Cuisine	Nashville-Davidson	5	13	['Mexican', 'Coffee & Tea', 'Breakfast & Brunch']	$	South Nashville
759	Sandwich Palace	Nashville-Davidson	5	12	['Sandwiches', 'Pop-Up Restaurants']	$	Inglewood
760	Market	Nashville-Davidson	5	6	['Southern', 'Convenience Stores']	$	Music Row
761	Al’s Deli	Nashville-Davidson	5	441	['Southern', 'Delis', 'Burgers']	$	Salemtown
762	Fries and Burgers	Nashville-Davidson	5	54	['Burgers', 'Chicken Wings', 'Fast Food']	$	Salemtown
763	Tuts	Nashville-Davidson	5	68	['Food Trucks', 'Egyptian']	$	Nashville
764	Perch	Nashville-Davidson	5	150	['Australian', 'Seafood', 'Fish & Chips']	$$	Sylvan Park
765	Coffee House	Nashville-Davidson	5	77	['Coffee & Tea', 'Ethiopian']	$	
766	Restaurant Kurdish Turkish Cuisine	Nashville-Davidson	5	300	['Middle Eastern', 'Kebab', 'Turkish']	$$	
767	Y Taqueria Andrea	Nashville-Davidson	5	25	['Food Trucks', 'Tacos']	$$	
768	Don Carbon Express	Nashville-Davidson	5	54	['Mexican']	$$	
769	y Birrieria Arandas	Nashville-Davidson	5	25	['Mexican']	$$	
770	Little Italian	Nashville-Davidson	5	5	['Food Trucks', 'Italian']	$$	South Nashville
771		Nashville-Davidson	5	5	['Japanese']	$$	Music Row
772	Restaurant	Nashville-Davidson	5	10	['African']	$$	South Nashville
773	City Brisket	Nashville-Davidson	5	29	['Food Trucks', 'Barbeque', 'Sandwiches']	$$	Demonbreun Hill
774	Holiday Hootenanny: Ladybird Taco	Nashville-Davidson	5	14	['Yelp Events', 'Tacos', 'Breakfast & Brunch']	$$	12 South
775	Vegan Tacos	Nashville-Davidson	5	28	['Tacos']	$$	Downtown
776		Nashville-Davidson	5	23	['American (New)']	$$	
777	LoCal Distro	Nashville-Davidson	5	46	['Grocery', 'Beer, Wine & Spirits', 'Cafes']	$$	Salemtown
778	Poki	Nashville-Davidson	5	209	['Poke', 'Hawaiian']	$$	
779	Restaurant	Nashville-Davidson	5	9	['Middle Eastern', 'Somali']	$$	South Nashville
780	+ Co.	Nashville-Davidson	5	63	['Wine Bars', 'American (Traditional)']	$$	
781	Metapaneca	Nashville-Davidson	5	9	['Salvadoran']	$$	
782	Café at Thistle Farms	Nashville-Davidson	5	233	['Cafes']	$$	
783	El Dolar	Nashville-Davidson	5	22	['Food Trucks', 'Mexican']	$	
784	El Gym	Nashville-Davidson	5	13	['Food Trucks', 'Tacos']	$	Woodbine
785	Village	Nashville-Davidson	5	116	['Caribbean']	$$	Germantown
786	Plant Based Ice Cream	Nashville-Davidson	5	106	['Ice Cream & Frozen Yogurt', 'Vegan']	$	Midtown
787	Original Hot Chicken Shack	Nashville-Davidson	5	25	['Seafood', 'Burgers', 'Chicken Wings']	$	
788	Coffee House	Nashville-Davidson	5	25	['Cafes', 'Coffee & Tea']	$	Wedgewood-Houston
789	615 Kitchen	Nashville-Davidson	5	87	['Southern', 'Sandwiches', 'Chicken Shop']	$$	Midtown
790	Banh Mi & Pho	Nashville-Davidson	5	24	['Vietnamese', 'Bubble Tea']	$$	
791	Metapaneca Restaurant Y Pupuseria	Nashville-Davidson	5	4	['Salvadoran']	$	South Nashville
792	Mexico Tipico	Nashville-Davidson	5	4	['Food Trucks', 'Mexican']	$	
793	Corner	Nashville-Davidson	5	4	['Burgers', 'Pizza']	$	
794	Kabob Grill and Seafood	Nashville-Davidson	5	4	['Seafood', 'Mediterranean', 'Sandwiches']	$	
795	Gourmand	Nashville-Davidson	5	84	['Specialty Food', 'Bakeries', 'French']	$$	Green Hills
796	Charlies Taco Shop	Nashville-Davidson	5	84	['Food Trucks', 'Tacos']	$	Lockeland Springs
797	Salvadorena #2	Nashville-Davidson	5	4	['Salvadoran']	$	
798	El Bolillo	Nashville-Davidson	5	4	['Tacos', 'Food Trucks']	$	Eastwood
799	Rover	Nashville-Davidson	5	4	['Music Venues', 'Tex-Mex']	$	East Germantown
800	Lou’s Tacos	Nashville-Davidson	5	8	['Tacos']	$	Eastwood
801	el Pollito Express	Nashville-Davidson	5	8	['Food Trucks', 'Mexican']	$	
802	Body’s Nutrition	Nashville-Davidson	5	4	['Juice Bars & Smoothies', 'Cafes']	$	
803	Wellness Bodega of Wedgewood - Houston	Nashville-Davidson	5	24	['Vegan', 'Juice Bars & Smoothies', 'Health Markets']	$	Wedgewood-Houston
804		Nashville-Davidson	5	4	['American (New)']	$	
805	El Paraiso	Nashville-Davidson	5	4	['Mexican']	$	South Nashville
806	THAI	Nashville-Davidson	4.5	110	['Sushi Bars', 'Thai']	$$	
807	Soups and Sandwiches	Nashville-Davidson	4.5	54	['Soup', 'Sandwiches', 'Salad']	$	Downtown
808	Willie’s BBQ	Nashville-Davidson	4.5	105	['Barbeque', 'Desserts', 'Sandwiches']	$$	Inglewood
809	& Company - Nashville - Temp. CLOSED	Nashville-Davidson	4.5	45	['Burgers', 'Desserts', 'Sandwiches']	$$	East End
810	Thai Cafe	Nashville-Davidson	4.5	45	['Thai']	$$	
811	Vallarta Mexican Grill	Nashville-Davidson	4.5	15	['Mexican']	$$	
812	Meat Service	Nashville-Davidson	4.5	41	['Meat Shops', 'Butcher', 'Sandwiches']	$	Shelby Hills
813	Coffee	Nashville-Davidson	4.5	22	['Coffee & Tea', 'Sandwiches']	$	
814	Cuban Cuisine	Nashville-Davidson	4.5	44	['Cuban']	$	Donelson
815	Y Tacos Mollo Y Rifle	Denver	5	10	['Mexican', 'Food Trucks']	$	Southeast
816	Savage Beet	Denver	5	5	['Food Trucks', 'Vegan']	$	Northeast
817		Denver	5	9	['Food Trucks', 'Tacos', 'Pizza']	$	
818	Pizza	Denver	5	6	['Pizza', 'Food Delivery Services']	$	Southwest
819	Block	Denver	5	5	['Food Trucks', 'Tacos', 'Caterers']	$	Wheat Ridge
820	Y Tortas La Reyna Azteca	Denver	5	7	['Food Trucks', 'Mexican']	$	
821	Translation	Denver	5	9	['Asian Fusion', 'Vegan', 'Vegetarian']	$	Capitol Hill
822	Sauced Pizza	Denver	5	10	['Italian', 'Pizza', 'Food Delivery Services']	$	
823	Y Sal	Denver	5	28	['Mexican']	$	
824	Latte	Denver	5	6	['Coffee & Tea', 'Food Stands']	$	Lodo
825	Latte	Denver	5	6	['Coffee & Tea', 'Food Stands']	$	Lodo
826	tacos	Denver	5	6	['Food Trucks', 'Tacos']	$	Southwest
827	More	Denver	5	7	['Tacos', 'Food Trucks']	$	Southwest
828	Chapala	Denver	5	9	['Mexican', 'Food Trucks']	$	
829	Smokin NOLA - Restaurant	Denver	5	10	['Cajun/Creole', 'Seafood']	$	
830	Rico To Go	Denver	5	12	['Food Trucks', 'Tacos']	$	Northeast
831	Walking Waffles	Denver	5	5	['Caterers', 'Food Stands']	$	Congress Park
832	Cuban Kitchen	Denver	5	6	['Food Trucks', 'Cuban']	$	Denver
833	El Herradero	Denver	5	6	['Mexican']	$	Southwest
834	Nuan Thai Private Chef & Catering Services	Denver	5	12	['Caterers', 'Personal Chefs', 'Pop-Up Restaurants']	$	
835	Tasty Eats	Denver	5	5	['Burgers', 'American (Traditional)', 'Food Trucks']	$	Southeast
836	Rio Grande Restaurant & Cantina	Denver	5	12	['Mexican']	$	Southwest
837	Time	Denver	5	6	['Food Trucks', 'Mexican']	$	
838	Bones BBQ	Denver	5	5	['Food Trucks', 'Barbeque']	$	Northeast
839	Greenwood Village	Denver	5	8	['Breakfast & Brunch', 'Coffee & Tea', 'Acai Bowls']	$	
840	Casa de Café	Denver	5	12	['Coffee & Tea', 'Latin American', 'Breakfast & Brunch']	$	Lincoln Park
841	Texas Tacos & BBQ	Denver	5	13	['Breakfast & Brunch', 'Tacos', 'Barbeque']	$	
842	Tavern	Denver	5	6	['American (Traditional)', 'Cocktail Bars']	$	
843	Cafe	Denver	5	13	['Vegan', 'Bubble Tea', 'Asian Fusion']	$	
844	- Federal Heights	Denver	5	16	['Poke', 'Fast Food']	$	
845	Asian Street Food	Denver	5	7	['Asian Fusion']	$	Lincoln Park
846	La Pili	Denver	5	8	['Mexican']	$	Southwest
847	Estilo Michoacan	Denver	5	5	['Mexican']	$	Southwest
848	Lark Farm Dinners	Denver	5	6	['Italian']	$$$$	Capitol Hill
849	Kowboi	Denver	5	13	['Burgers', 'Hot Dogs', 'Asian Fusion']	$$$$	Five Points
850	Tapas	Denver	5	23	['Food Trucks', 'Caterers', 'Tapas/Small Plates']	$$$$	
851	Food	Denver	5	15	['Food Stands', 'Sandwiches', 'Hot Dogs']	$	Lodo
852	Consome de Morelos restaurant	Denver	5	7	['Tacos']	$	Southwest
853	Ri Korean Restaurant	Denver	5	37	['Korean']	$	
854	Pikine Grill Food Truck	Denver	5	35	['Senegalese', 'Food Trucks']	$	Aurora
855	Mama’s	Denver	5	20	['Soup', 'Sandwiches', 'Breakfast & Brunch']	$$	
856	Juice + Kitchen	Denver	5	18	['Juice Bars & Smoothies', 'Salad', 'Acai Bowls']	$$	Five Points
857	Sushi	Denver	5	52	['Vegan', 'Ramen', 'Sushi Bars']	$$	City Park
858	We	Denver	5	50	['Poke', 'Seafood', 'Hawaiian']	$$	
859		Denver	5	33	['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']	$$	Northwest
860	Tai Japanese	Denver	5	16	['Japanese', 'Sushi Bars', 'Poke']	$$	Southeast
861	Sweet	Denver	5	14	['Bakeries', 'Syrian']	$$	Southeast
862	Ciders + Coffee	Denver	5	66	['Cideries', 'Coffee & Tea', 'Modern European']	$$	Northwest
863	Soondae	Denver	5	13	['Korean']	$$	
864	One Dtc	Denver	5	12	['Delis', 'Sandwiches']	$$	
865	Portales Mexican Restaurant	Denver	5	12	['Mexican']	$$	
866	Syrian Food	Denver	5	102	['Middle Eastern', 'Syrian']	$$	
867	Poke	Denver	5	56	['Poke', 'Sushi Bars', 'Seafood']	$$	
868	Ramen Mobile	Denver	5	11	['Food Trucks', 'Ramen']	$$	Baker
869	los Guerreros	Denver	5	11	['Street Vendors', 'Tacos']	$$	
870	Mexican	Denver	5	10	['Mexican']	$$	
871	Apple Bodega - Temp. CLOSED	Denver	5	10	['Food Trucks', 'American (Traditional)', 'Sandwiches']	$$	Lodo
872	by the Pound BBQ	Denver	5	19	['Barbeque', 'Caterers']	$$	
873	Rico	Denver	5	28	['Mexican', 'Seafood']	$$	
874	consome de morelos	Denver	5	46	['Mexican', 'Food Trucks']	$$	Northwest
875		Denver	5	18	['Korean', 'Chicken Shop']	$$	
876	& Eat Bistro	Denver	5	9	['Chinese']	$$	Southeast
877	Hong	Denver	5	26	['Chinese', 'Vietnamese', 'Juice Bars & Smoothies']	$$	Southwest
878	Cafe And Bakery	Denver	5	143	['Desserts', 'Turkish', 'Coffee & Tea']	$$	Southeast
879	Smokehouse BBQ & Cajun Cuisine	Denver	5	33	['Cajun/Creole', 'Barbeque', 'Food Trucks']	$$	
880	Cocina	Denver	5	16	['New Mexican Cuisine']	$$	Highland
881	Tacos Y Quesadillas	Denver	5	8	['Mexican']	$$	Northeast
882	Star Hotlink Company	Denver	5	8	['Meat Shops', 'Hot Dogs']	$$	Park Hill
883	Bakery	Denver	5	16	['Bakeries', 'Breakfast & Brunch', 'Patisserie/Cake Shop']	$$	Lodo
884	Easy	Denver	5	8	['American (New)', 'Noodles', 'Cocktail Bars']	$$	Northeast
885	Park Delicatessen - Cherry Creek	Denver	5	113	['Sandwiches', 'Delis', 'Coffee & Tea']	$$	Congress Park
886	Community Cafe	Denver	5	75	['Cafes', 'Coffee & Tea', 'Breakfast & Brunch']	$	
887	Zo’s	Denver	5	7	['Barbeque', 'Food Trucks', 'Caterers']	$	
888		Denver	5	105	['Tacos', 'New Mexican Cuisine']	$	
889	Organics	Denver	5	7	['Vegan', 'Salad', 'Food Delivery Services']	$	Lodo
890	Alley Boucherie	Denver	5	7	['Sandwiches', 'Tapas/Small Plates', 'Delis']	$	Lodo
891	Bar	Denver	5	7	['Food Stands']	$	Northeast
892	Flow	Denver	5	7	['Food Trucks', 'Sandwiches']	$	
893	& Pizzability	Denver	5	89	['Breweries', 'Special Education', 'Pizza']	$	
894	Cafe	Denver	5	93	['Cafes', 'Vietnamese']	$	Speer
895		Denver	5	86	['Food Trucks', 'Vegan']	$	Lodo
896	Turkito	Denver	5	26	['Food Trucks', 'Turkish', 'Mexican']	$	
897	Gourmet	Denver	5	13	['Food Trucks', 'Peruvian']	$	
898	& Humboldt	Denver	5	52	['Food Trucks', 'Burgers', 'Greek']	$	Greenwood Village
899	Juicy 88	Denver	5	13	['Korean', 'Hot Dogs', 'Juice Bars & Smoothies']	$	
900	Miner’s Meat and Cheese	Denver	5	26	['American (New)', 'Sandwiches', 'Cheese Shops']	$	Southeast
901	Of Brazil	Denver	5	96	['Brazilian']	$$	
902	Miriam	Denver	5	269	['Coffee & Tea', 'Breakfast & Brunch', 'Creperies']	$$	City Park
903	Taco Connection	Denver	5	31	['Tacos', 'Food Stands']	$$	CBD
904	Market	Denver	5	132	['Delis', 'Sandwiches', 'International Grocery']	$	
905	El Malecon	Denver	5	6	['Food Trucks', 'Seafood']	$	Southwest
906	Market	Denver	5	6	['Trinidadian', 'International Grocery']	$	
907	Choi	Denver	5	60	['Asian Fusion', 'Tacos', 'Caterers']	$	
908	& Pop’s	Denver	5	71	['Polish', 'Beer, Wine & Spirits']	$	
909	Creamery	Denver	5	47	['Ice Cream & Frozen Yogurt', 'Ethiopian']	$	Southeast
910	Cafe and Bakery	Denver	5	23	['Turkish', 'Bakeries', 'Breakfast & Brunch']	$	University Park
911	Chicken	Denver	5	91	['Comfort Food', 'Southern', 'Chicken Wings']	$	Southwest
912	Pasta Villa	Denver	5	17	['Pasta Shops', 'Pizza', 'Italian']	$	Southwest
913	Santa Fe Mexican Grille	Denver	5	17	['Mexican', 'Salad', 'Breakfast & Brunch']	$	
914	Market	Denver	5	22	['Coffee & Tea', 'Breakfast & Brunch', 'Delis']	$	Baker
915	Mike’s Subs	Fort Worth	5	7	['Fast Food', 'Delis', 'Sandwiches']	$	
916	El Barrio	Fort Worth	5	9	['Tacos']	$	Northeast
917	kitchen	Fort Worth	5	6	['Honduran']	$	
918	El Pueblo	Fort Worth	5	5	['Tacos']	$	
919	burgers N stuff	Fort Worth	5	7	['Burgers']	$	Arlington Heights
920	Food Court - Lewisville	Fort Worth	5	5	['Fast Food', 'Food Court']	$	
921	O’s Cookies & Ice Cream Roanoke	Fort Worth	5	6	['Desserts', 'Food Trucks', 'Food Court']	$	
922	Cozy Catfe	Fort Worth	5	5	['Themed Cafes', 'Pet Adoption']	$	
923	Me Coffee Co	Fort Worth	5	5	['Coffee & Tea', 'Waffles', 'Sandwiches']	$	
924	Sweets and Gelato	Fort Worth	5	13	['Gelato', 'Desserts', 'Italian']	$	
925	Gaek	Fort Worth	5	5	['Noodles']	$$	
926	Coyote Cojo	Fort Worth	5	13	['Tacos']	$$	Eastside
927	Royale	Fort Worth	5	8	['Chicken Shop', 'Sandwiches', 'Chicken Wings']	$$	
928	y Lilia Tacos & Antojitos	Fort Worth	5	10	['Mexican', 'Food Trucks']	$	
929	La Mexicana	Fort Worth	5	9	['Mexican', 'Ice Cream & Frozen Yogurt', 'Latin American']	$	Northside
930	Banchannara	Fort Worth	5	6	['Korean', 'Specialty Food']	$	
931	of India	Fort Worth	5	17	['Indian']	$	
932	Brazilian Steakhouse	Fort Worth	5	25	['Steakhouses', 'Brazilian', 'Cocktail Bars']	$	
933	Snow	Fort Worth	5	6	['Shaved Ice', 'Food Stands']	$	Sycamore
934	Blanca Panaderia y Restaurante Guatemalteco	Fort Worth	5	5	['Latin American', 'Bakeries']	$	
935		Fort Worth	5	5	['Convenience Stores', 'Gas Stations', 'Fast Food']	$	Far North
936	Eats	Fort Worth	5	5	['American (New)']	$	
937	Time Mexican Grill	Fort Worth	5	5	['Mexican', 'Burgers']	$	
938	El Refugio	Fort Worth	5	12	['Tacos']	$	
939	Chef Partner Food Truck	Fort Worth	5	11	['Food Trucks', 'Puerto Rican']	$	
940	Zapasta	Fort Worth	5	7	['Pizza', 'Salad', 'Italian']	$$	Northside
941	Go	Fort Worth	5	35	['Sushi Bars', 'Asian Fusion', 'Japanese']	$$	
942	Taco	Fort Worth	5	33	['Tacos']	$	Northeast
943	Bakery	Fort Worth	5	33	['Vegan', 'Bakeries']	$	Wedgwood
944	Los Pinos	Fort Worth	5	19	['Mexican']	$	
945	Texans Food Truck	Fort Worth	5	18	['Food Trucks', 'Turkish', 'Caterers']	$	
946	Joe Coffee	Fort Worth	5	84	['Coffee & Tea', 'Breakfast & Brunch']	$	
947	Shot Food Store	Fort Worth	5	15	['Convenience Stores', 'Burgers']	$	South East
948	Philly	Fort Worth	5	14	['Cheesesteaks', 'Burgers', 'Chicken Wings']	$	South East
949	Azul Coffee	Fort Worth	5	27	['Coffee & Tea', 'Internet Cafes', 'Cafes']	$	Northside
950	Kitchen	Fort Worth	5	38	['Food Trucks', 'Tacos', 'Burgers']	$	
951	BBQ	Fort Worth	5	38	['Barbeque', 'Caterers', 'Sandwiches']	$$	
952	Kike	Fort Worth	5	12	['Mexican']	$$	
953	Padaek	Fort Worth	5	11	['Laotian', 'Thai', 'Noodles']	$$	
954	Texas Bbq	Fort Worth	5	32	['Food Trucks', 'Barbeque']	$$	
955	Pizza	Fort Worth	5	32	['Pizza', 'Chicken Wings', 'Wraps']	$$	
956	Craft Hawaiian Grindz	Fort Worth	5	96	['Barbeque', 'Hawaiian', 'Food Trucks']	$$	
